slug,netid,score
cs-491-number-theory-b-magic-numbers,sdonty2,100.0
cs-491-number-theory-c-apples-ii,sdonty2,100.0
cs-491-number-theory-d-b-zout-s-identity,sdonty2,0.0
cs-491-number-theory-e-expanding-array,sdonty2,0.0
cs-491-number-theory-f-extrac-credit-letianpie-s-game,sdonty2,0.0
cs-491-number-theory-a-make-it-co-prime,geda2,100.0
cs-491-number-theory-b-magic-numbers,geda2,100.0
cs-491-number-theory-c-apples-ii,geda2,100.0
cs-491-number-theory-d-b-zout-s-identity,geda2,0.0
cs-491-number-theory-e-expanding-array,geda2,0.0
cs-491-number-theory-f-extrac-credit-letianpie-s-game,geda2,0.0
cs-491-number-theory-a-make-it-co-prime,dylanad2,100.0
cs-491-number-theory-b-magic-numbers,dylanad2,100.0
cs-491-number-theory-c-apples-ii,dylanad2,100.0
cs-491-number-theory-d-b-zout-s-identity,dylanad2,0.0
cs-491-number-theory-e-expanding-array,dylanad2,0.0
cs-491-number-theory-f-extrac-credit-letianpie-s-game,dylanad2,0.0
cs-491-number-theory-a-make-it-co-prime,adelias2,100.0
cs-491-number-theory-b-magic-numbers,adelias2,100.0
cs-491-number-theory-c-apples-ii,adelias2,100.0
cs-491-number-theory-d-b-zout-s-identity,adelias2,0.0
cs-491-number-theory-e-expanding-array,adelias2,0.0
cs-491-number-theory-f-extrac-credit-letianpie-s-game,adelias2,0.0
cs-491-number-theory-a-make-it-co-prime,augale2,100.0
cs-491-number-theory-b-magic-numbers,augale2,100.0
cs-491-number-theory-c-apples-ii,augale2,100.0
cs-491-number-theory-d-b-zout-s-identity,augale2,0.0
cs-491-number-theory-e-expanding-array,augale2,0.0
cs-491-number-theory-f-extrac-credit-letianpie-s-game,augale2,0.0
cs-491-number-theory-a-make-it-co-prime,aayush8,100.0
cs-491-number-theory-b-magic-numbers,aayush8,100.0
cs-491-number-theory-c-apples-ii,aayush8,100.0
cs-491-number-theory-d-b-zout-s-identity,aayush8,0.0
cs-491-number-theory-e-expanding-array,aayush8,0.0
cs-491-number-theory-f-extrac-credit-letianpie-s-game,aayush8,0.0
cs-491-number-theory-a-make-it-co-prime,arjit2,100.0
cs-491-number-theory-b-magic-numbers,arjit2,100.0
cs-491-number-theory-c-apples-ii,arjit2,100.0
cs-491-number-theory-d-b-zout-s-identity,arjit2,0.0
cs-491-number-theory-e-expanding-array,arjit2,0.0
cs-491-number-theory-f-extrac-credit-letianpie-s-game,arjit2,0.0
cs-491-number-theory-a-make-it-co-prime,akuma29,100.0
cs-491-number-theory-b-magic-numbers,akuma29,100.0
cs-491-number-theory-c-apples-ii,akuma29,100.0
cs-491-number-theory-d-b-zout-s-identity,akuma29,0.0
cs-491-number-theory-e-expanding-array,akuma29,0.0
cs-491-number-theory-f-extrac-credit-letianpie-s-game,akuma29,0.0
cs-491-number-theory-a-make-it-co-prime,pps6,0.0
cs-491-number-theory-b-magic-numbers,pps6,100.0
cs-491-number-theory-c-apples-ii,pps6,100.0
cs-491-number-theory-d-b-zout-s-identity,pps6,0.0
cs-491-number-theory-e-expanding-array,pps6,0.0
cs-491-number-theory-f-extrac-credit-letianpie-s-game,pps6,0.0
cs-491-number-theory-a-make-it-co-prime,akhot2,100.0
cs-491-number-theory-b-magic-numbers,akhot2,100.0
cs-491-number-theory-c-apples-ii,akhot2,0.0
cs-491-number-theory-d-b-zout-s-identity,akhot2,0.0
cs-491-number-theory-e-expanding-array,akhot2,0.0
cs-491-number-theory-f-extrac-credit-letianpie-s-game,akhot2,0.0
cs-491-number-theory-a-make-it-co-prime,jacobak3,100.0
