slug,netid,score
cs-491-strings-a-longest-proper-suffix,smudili2,100.0
cs-491-strings-b-string-matching,smudili2,100.0
cs-491-strings-c-interleaving-strings,smudili2,0.0
cs-491-strings-d-yet-another-string-problem,smudili2,0.0
cs-491-strings-a-longest-proper-suffix,peiyuan3,100.0
cs-491-strings-b-string-matching,peiyuan3,0.0
cs-491-strings-c-interleaving-strings,peiyuan3,0.0
cs-491-strings-d-yet-another-string-problem,peiyuan3,0.0
cs-491-strings-a-longest-proper-suffix,pk46,100.0
cs-491-strings-b-string-matching,pk46,0.0
cs-491-strings-c-interleaving-strings,pk46,0.0
cs-491-strings-d-yet-another-string-problem,pk46,0.0
cs-491-strings-a-longest-proper-suffix,tvm3,100.0
cs-491-strings-b-string-matching,tvm3,0.0
cs-491-strings-c-interleaving-strings,tvm3,0.0
cs-491-strings-d-yet-another-string-problem,tvm3,0.0
cs-491-strings-a-longest-proper-suffix,arjit2,100.0
cs-491-strings-b-string-matching,arjit2,0.0
cs-491-strings-c-interleaving-strings,arjit2,0.0
cs-491-strings-d-yet-another-string-problem,arjit2,0.0
cs-491-strings-a-longest-proper-suffix,akuma29,0.0
cs-491-strings-b-string-matching,akuma29,0.0
cs-491-strings-c-interleaving-strings,akuma29,0.0
cs-491-strings-d-yet-another-string-problem,akuma29,0.0
